"OBJECTID","FIPS","FIPS_1","EDU1","EDU1_Z","EDU2","EDU2_Z","EDU3","EDU3_Z","EDU4","EDU4_Z","EDU5","EDU5_Z","EDU6","EDU5_Z1","EDU6_Z","EDU7","EDU7_Z","EDU_COMP","EDU_RANK","EE1","EE1_Z","EE2","EE2_Z","EE3","EE3_Z","EE4","EE4_Z","EE_COMP","EE_RANK","N1","N1_Z","N2","N2_Z","N3","N3_Z","N4","N4_Z","N5","N5_Z","N6","N6_Z","N_COMP","N_RANK","COMP","COMP_RANK","COMP_OPP"
365,26125183000,,2.994012,0.912032,0,0.608952,0,1.030708,70.336634,0.836751,82.727665,1.207551,54.63985,1.207551,0.932266,27.335375,0.896255,0.917788,5,1.359517,0.650063,41639,-0.453873,7.688229,0.781201,-22.494371,-0.275908,0.175371,3,10.500225,0.233479,127500,-0.190943,56.898288,-0.636673,13.522,0.27012,-1.563473,-0.027067,0.736377,0.179809,-0.028546,2,0.354871,4,"High"
366,26125183100,,5.01836,0.823009,2.777778,0.319431,5,0.629218,68.253478,0.714044,82.727665,1.207551,54.63985,1.207551,0.932266,27.335375,0.896255,0.788825,5,1.551992,0.608112,59013,0.188725,6.318883,0.914179,-18.015704,0.10658,0.454399,4,4.259534,0.771876,155900,0.151557,88.877393,0.849101,3.441946,0.903509,-3.785433,-0.028465,1.34602,0.163673,0.468542,5,0.570589,5,"Very High"
367,26125183200,,15.424165,0.365403,43.333333,-3.90758,0,1.030708,65.934066,0.577421,82.727665,1.207551,54.63985,1.207551,0.932266,27.335375,0.896255,0.157432,3,0.74813,0.783317,57262,0.123962,3.725262,1.166048,-21.289089,-0.172974,0.475088,4,7.014493,0.5342,164500,0.255272,65.087282,-0.256206,11.2871,0.410552,-6.780111,-0.030348,2.309237,0.138179,0.175275,3,0.269265,4,"High"
368,26125183400,,15.151515,0.377393,0,0.608952,17.1875,-0.349413,78.917526,1.342201,82.727665,1.207551,54.63985,1.207551,0.932266,27.335375,0.896255,0.716458,5,1.352494,0.651594,73274,0.716184,12.274619,0.335812,-21.136224,-0.159919,0.385918,4,8.507347,0.405409,204100,0.732842,80.642434,0.466498,7.534808,0.64633,-3.207602,-0.028102,1.525865,0.158913,0.396982,4,0.499786,4,"High"
369,26125183900,,7.933579,0.694809,0,0.608952,0,1.030708,78.887745,1.340446,82.727665,1.207551,54.63985,1.207551,0.932266,27.335375,0.896255,0.958713,5,1.521217,0.61482,60653,0.249382,6.822157,0.865306,-16.572958,0.229794,0.489825,4,0.873016,1.064038,155000,0.140703,61.809448,-0.408497,13.6493,0.262121,-5.268636,-0.029398,2.196908,0.141152,0.19502,3,0.547853,4,"High"
370,26125184400,,4.137931,0.861727,0,0.608952,0,1.030708,78.364722,1.309638,82.727665,1.207551,54.63985,1.207551,0.932266,27.335375,0.896255,0.978157,5,1.516196,0.615914,61392,0.276715,8.288482,0.72291,-17.010972,0.192387,0.451981,4,3.459747,0.840875,169700,0.317983,60.647829,-0.462467,6.676726,0.700249,0.160676,-0.025983,2.237216,0.140085,0.25179,3,0.560643,5,"Very High"
371,26125188100,,2.686567,0.925553,0,0.608952,0,1.030708,93.71568,2.213873,84.29577,1.300683,66.962763,1.300683,1.552467,24.675886,1.002849,1.233583,5,0.556174,0.825155,120391,2.458862,3.898051,1.149269,-16.001165,0.278626,1.177978,5,2.388708,0.933276,273500,1.569796,94.104561,1.091959,4.22833,0.854096,-0.625587,-0.026478,0.930851,0.174662,0.766219,5,1.05926,5,"Very High"
372,26125190500,,4.223228,0.857976,0,0.608952,13.669065,-0.06689,80.803011,1.453264,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.081592,5,0,0.946375,115607,2.28192,8.412582,0.710858,-23.719331,-0.380523,0.889658,5,3.110048,0.871045,357600,2.58403,94.567901,1.113486,4.039168,0.865982,12.340669,-0.018322,2.677029,0.128444,0.924111,5,0.96512,5,"Very High"
373,26125191000,,22.379603,0.059529,6.896552,-0.109859,0,1.030708,82.956522,1.580114,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.039762,5,3.909206,0.094349,69659,0.582479,4.1988,1.120063,-30.652531,-0.972633,0.206064,3,15.81741,-0.225245,203900,0.73043,64.06053,-0.30391,13.6594,0.261487,-3.036376,-0.027994,3.377563,0.109902,0.090778,3,0.445535,4,"High"
374,26125192200,,1.291513,0.986902,0,0.608952,9.440559,0.27265,82.049401,1.526681,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.159004,5,0.935065,0.742574,117782,2.362365,8.582207,0.694386,-23.339066,-0.348047,0.862819,5,2.728651,0.903949,271400,1.54447,95.896104,1.175196,1.883675,1.001424,-8.052415,-0.031149,0.081486,0.197143,0.798505,5,0.94011,5,"Very High"
375,26125192700,,3.345725,0.896565,0,0.608952,3.630363,0.739197,88.448687,1.903626,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.266597,5,1.00365,0.727626,103019,1.816338,7.376595,0.811464,-33.702687,-1.233124,0.530576,4,2.836879,0.894611,238900,1.152525,93.430657,1.060649,2.434398,0.966819,-0.905819,-0.026654,0.209393,0.193758,0.706951,5,0.834708,5,"Very High"
376,26125193300,,9.021113,0.646984,0,0.608952,7.801418,0.40427,79.634788,1.38445,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.108928,5,3.232125,0.241921,55044,0.041926,7.328692,0.816116,-27.686783,-0.719352,0.095153,3,6.927985,0.541664,170200,0.324013,54.113614,-0.766051,9.449682,0.526008,-2.368315,-0.027574,0.172414,0.194737,0.132133,3,0.445405,4,"High"
377,26125194000,,9.201774,0.639039,0,0.608952,0,1.030708,77.287671,1.246195,83.775579,1.269788,74.759847,1.269788,1.944887,12.193143,1.503165,1.177533,5,1.280353,0.667317,50521,-0.125362,11.071042,0.452693,-22.695177,-0.293057,0.175398,3,8.373786,0.416931,181900,0.465113,39.86755,-1.42793,15.6217,0.138184,-5.903016,-0.029797,0.107619,0.196451,-0.040174,2,0.437586,4,"High"
378,26125194400,,15.311653,0.37035,0,0.608952,0,1.030708,67.696316,0.681225,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.714836,4,0,0.946375,68710,0.54738,6.495468,0.897031,-24.820914,-0.4746,0.479046,4,7.443366,0.497201,225300,0.988511,72.237762,0.076011,9.085857,0.548869,21.804059,-0.012371,0.137893,0.19565,0.382312,4,0.525398,4,"High"
379,26125196000,,6.59273,0.753775,0,0.608952,11.936937,0.072196,79.613133,1.383175,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.130916,5,1.793722,0.555426,115107,2.263427,8.652095,0.687599,-20.510839,-0.10651,0.849986,5,1.762115,0.987334,247000,1.25021,97.309417,1.240859,3.708587,0.886754,-3.414463,-0.028232,0.430535,0.187904,0.754138,5,0.91168,5,"Very High"
380,26125196300,,11.195929,0.551344,0,0.608952,5.31401,0.604004,76.636714,1.207851,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.152923,5,3.466872,0.190757,94541,1.502769,8.868335,0.6666,-22.303547,-0.259611,0.525129,4,5.047549,0.703893,263300,1.446786,93.913713,1.083092,4.930617,0.809967,-0.393307,-0.026332,2.733734,0.126943,0.690725,5,0.789592,5,"Very High"
381,26125196700,,0.926999,1.002931,0,0.608952,0,1.030708,85.846995,1.750375,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.355897,5,0,0.946375,120268,2.454313,6.449222,0.901522,-22.289005,-0.258369,1.01096,5,5.91133,0.629372,276400,1.60477,98.429319,1.292891,1.011158,1.056249,-7.21241,-0.03062,0.806747,0.177947,0.788435,5,1.051764,5,"Very High"
382,26125197000,,11.449159,0.540208,2.647059,0.333055,0,1.030708,82.279725,1.540248,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.220362,5,0.44586,0.849198,98750,1.658444,6.204082,0.925328,-21.356875,-0.178763,0.813552,5,1.257862,1.030836,231700,1.065694,94.840764,1.126164,6.310475,0.723262,4.723859,-0.023113,2.057803,0.144834,0.677946,5,0.903953,5,"Very High"
383,26125197500,,26.990446,-0.143238,0,0.608952,5.577689,0.582831,69.88939,0.810406,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,0.993895,5,5.483208,-0.248711,58750,0.178997,7.634307,0.786437,-20.720776,-0.124439,0.148071,3,14.778037,-0.135576,166100,0.274568,40.233036,-1.41095,16.4418,0.086652,-9.646749,-0.032151,0.413525,0.188355,-0.171517,2,0.323483,4,"High"
384,26125197900,,4.418828,0.849374,0,0.608952,0,1.030708,87.279843,1.834776,87.527152,1.492597,78.526092,1.492597,2.134439,12.988768,1.471276,1.346017,5,2.602524,0.379145,107917,1.997497,3.556387,1.182448,-21.503138,-0.191255,0.841959,5,1.246106,1.031851,221400,0.941478,94.794953,1.124035,2.996726,0.931484,4.244871,-0.023414,2.954048,0.121112,0.687758,5,0.958578,5,"Very High"
385,26115830300,,10.672854,0.574347,0,0.608952,23.684211,-0.871086,52.581032,-0.209128,72.434054,0.596203,39.243011,0.596203,0.157357,41.783346,0.317171,0.167688,3,2.893175,0.315797,73194,0.713226,7.407407,0.808472,-10.974546,0.707911,0.636351,5,2.248006,0.945415,203200,0.721988,91.246291,0.959162,5.934066,0.746914,9.152796,-0.020327,1.451217,0.160889,0.585673,5,0.463238,4,"High"
386,26115831100,,16.949153,0.298339,16.27907,-1.08778,0,1.030708,48.217523,-0.466157,58.806944,-0.213124,27.556264,-0.213124,-0.430826,50.110132,-0.016571,-0.126487,3,0,0.946375,59435,0.204333,8.793103,0.673905,-11.17415,0.690864,0.628869,5,6.588004,0.570994,170400,0.326425,92.842105,1.033304,10.0564,0.487884,0.993752,-0.025459,2.550817,0.131784,0.420822,4,0.307735,4,"High"
387,26115831800,,27.554745,-0.168053,35.918367,-3.13473,13.469388,-0.050856,8.966245,-2.77822,58.806944,-0.213124,27.556264,-0.213124,-0.430826,50.110132,-0.016571,-0.97034,1,7.269504,-0.63804,20625,-1.2311,40.026076,-2.35916,-10.955228,0.709561,-0.879685,1,9.76,0.29734,65000,-0.944683,55.496454,-0.701804,26.3221,-0.534184,-4.292356,-0.028784,5.060584,0.065355,-0.307793,2,-0.719273,1,"Very Low"
388,26115832200,,4.489796,0.846254,0,0.608952,30,-1.37823,38.435829,-1.04234,58.806944,-0.213124,27.556264,-0.213124,-0.430826,50.110132,-0.016571,-0.232269,2,5.392157,-0.228866,40353,-0.501438,12.547051,0.309356,-8.512154,0.918205,0.124314,3,2.508961,0.922902,119300,-0.289833,74.387255,0.175878,7.322069,0.659698,2.274928,-0.024653,2.335456,0.137485,0.263579,4,0.051875,3,"Moderate"
389,26115832800,,4.843517,0.830698,14.893617,-0.943374,3.457447,0.753082,57.848217,0.101131,89,1.580071,40.8,1.580071,0.235719,21.012658,1.149673,0.529572,4,0.66586,0.801248,70625,0.618208,7.727462,0.777391,-5.448672,1.179833,0.84417,5,5.976096,0.623785,187200,0.529031,96.791768,1.216809,4.142485,0.85949,0.32119,-0.025882,1.412092,0.161924,0.560859,5,0.644867,5,"Very High"
390,26115833200,,16.648993,0.311539,3.529412,0.24109,2.941176,0.794537,59.948416,0.224841,80.914169,1.099846,46.771351,1.099846,0.536252,22.599881,1.086057,0.613452,4,1.353276,0.651423,69342,0.570755,7.853403,0.765161,122.029357,12.066745,3.513521,5,3.505155,0.836958,163500,0.243212,94.444444,1.10775,7.349552,0.657971,14.291149,-0.017096,1.403602,0.162149,0.498491,5,1.541821,5,"Very High"
391,26115833800,,8.377761,0.675276,3.278689,0.267222,3.278689,0.767436,61.018412,0.287869,80.914169,1.099846,46.771351,1.099846,0.536252,22.599881,1.086057,0.67428,4,0.447316,0.84888,54429,0.01918,7.81493,0.768897,-21.084843,-0.155531,0.370356,4,4.64455,0.73866,163900,0.248036,80.516899,0.460666,5.963214,0.745083,5.629963,-0.022543,1.038808,0.171805,0.390284,4,0.478307,4,"High"
392,26125121400,,1.487603,0.978278,0,0.608952,10.091743,0.220361,64.891519,0.516011,71.973585,0.568856,55.9984,0.568856,1.000641,24.159932,1.023529,0.702375,4,2.698535,0.358219,88640,1.284514,5.894413,0.9554,-24.009999,-0.405346,0.548197,5,3.281133,0.856285,230900,1.056046,82.34387,0.545548,2.345965,0.972375,224.427229,0.115069,2.730003,0.127042,0.612061,5,0.620878,5,"Very High"
393,26125121800,,20.726991,0.132205,12.244898,-0.667304,6.122449,0.539088,67.917206,0.694236,71.973585,0.568856,55.9984,0.568856,1.000641,24.159932,1.023529,0.470179,4,1.478149,0.624207,93645,1.46963,9.240659,0.630443,-30.559112,-0.964655,0.439906,4,3.593556,0.829331,174600,0.377077,92.802057,1.031444,12.0472,0.362791,19.474905,-0.013835,0,0,0.431134,4,0.447073,4,"High"
394,26125122900,,26.521739,-0.122626,8.888889,-0.317515,15.555556,-0.218371,62.16,0.355113,80.387629,1.068574,39.148454,1.068574,0.152598,36.432237,0.531647,0.20706,3,5.381166,-0.22647,66528,0.466676,10.721868,0.486601,-23.279703,-0.342977,0.095957,3,10.080645,0.269677,169600,0.316777,79.372197,0.407482,14.2857,0.222133,-3.162484,-0.028073,1.480698,0.160109,0.224684,3,0.175901,3,"Moderate"
395,26125125600,,1.442308,0.98027,7.179487,-0.139349,5.128205,0.618923,55.182774,-0.055875,72.40094,0.594237,47.110942,0.594237,0.553343,39.729804,0.399479,0.421575,4,0,0.946375,66761,0.475293,11.788897,0.382981,-8.883507,0.88649,0.672785,5,7.887818,0.458857,215500,0.870325,91.912464,0.990113,1.297297,1.038269,-3.027506,-0.027988,2.282794,0.138878,0.578076,5,0.557479,5,"Very High"
396,26125127000,,15.421979,0.365499,4.678363,0.121338,9.356725,0.279382,73.844787,1.043395,81.329183,1.124494,57.775624,1.124494,1.090087,19.374382,1.215337,0.748504,5,1.221544,0.680135,98659,1.655079,11.198009,0.440363,93.116971,9.597562,3.093284,5,9.542943,0.316066,226500,1.002983,97.390339,1.244619,8.634944,0.577202,11.452519,-0.018881,1.032448,0.171973,0.548994,5,1.463594,5,"Very High"
397,26125127400,,0,1.043697,0,0.608952,0,1.030708,44.472789,-0.686737,81.329183,1.124494,57.775624,1.124494,1.090087,19.374382,1.215337,0.77522,5,0.759878,0.780756,53289,-0.022984,16.468039,-0.071415,-26.378891,-0.607655,0.019676,3,6.534091,0.575646,134000,-0.112553,94.224924,1.097551,4.148607,0.859105,-10.509414,-0.032694,2.897727,0.122602,0.418276,4,0.40439,4,"High"
398,26125128200,,4.468085,0.847208,0,0.608952,14.090909,-0.100763,80.715613,1.448116,84.456046,1.310201,58.996395,1.310201,1.151527,19.637071,1.204808,0.924293,5,0.764656,0.779715,103713,1.842007,10.167533,0.540433,-24.202098,-0.421752,0.685101,5,0,1.139355,207900,0.77867,98.300765,1.286918,3.47667,0.901327,-9.62185,-0.032136,0.422578,0.188115,0.710375,5,0.773256,5,"Very High"
399,26125128700,,3.395785,0.894364,1.333333,0.469982,0,1.030708,80.224719,1.4192,84.456046,1.310201,58.996395,1.310201,1.151527,19.637071,1.204808,1.068684,5,2.66876,0.364709,111131,2.11637,9.164149,0.637873,-23.904119,-0.396304,0.680662,5,3.630862,0.826113,310700,2.018423,90.10989,0.906364,5.964912,0.744976,29.671936,-0.007422,1.447777,0.16098,0.774906,5,0.841417,5,"Very High"
400,26125130600,,5.889885,0.784683,0,0.608952,11.450382,0.111266,58.658205,0.148843,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,0.743502,5,2.946128,0.304255,64063,0.375505,11.446469,0.416235,-39.643711,-1.740501,-0.161126,2,10,0.276635,181400,0.459084,94.107744,1.092107,5.499368,0.774229,-9.040976,-0.03177,1.407158,0.162055,0.45539,4,0.345922,4,"High"
401,26125131500,,0,1.043697,11.328125,-0.571751,7.03125,0.466113,67.222222,0.653299,74.734015,0.7328,53.11288,0.7328,0.855415,25.809989,0.957393,0.590995,4,3.399852,0.205364,81542,1.021986,13.496333,0.21717,-11.719997,0.644248,0.522192,4,14.744802,-0.132709,219400,0.917358,94.382853,1.104889,4.121587,0.860803,-2.995445,-0.027968,1.146475,0.168955,0.481888,5,0.531692,4,"High"
402,26125132500,,35.520685,-0.518364,0,0.608952,14.772727,-0.155512,59.852431,0.219187,74.734015,0.7328,53.11288,0.7328,0.855415,25.809989,0.957393,0.385696,4,1.970803,0.516831,60179,0.23185,14.110756,0.157503,-9.669792,0.81934,0.431381,4,9.927679,0.282874,164000,0.249242,64.59854,-0.278914,19.7333,-0.120172,1.432625,-0.025183,3.26284,0.112938,0.036798,3,0.284625,4,"High"
403,26125133001,,0,1.043697,0,0.608952,0,1.030708,83.795441,1.62953,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,1.123379,5,0,0.946375,99063,1.670021,3.878474,1.15117,-6.868505,1.058576,1.206535,5,4.367301,0.762579,219400,0.917358,95.667447,1.164572,0.265152,1.103125,-24.076679,-0.041227,0,0,0.651068,5,0.993661,5,"Very High"
404,26125134300,,7.193676,0.727347,2.752294,0.322087,6.422018,0.515033,70.944686,0.872567,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,0.8554,5,2.581369,0.383756,75912,0.813754,13.123167,0.253409,-4.883351,1.228113,0.669758,5,5.714286,0.646372,197400,0.652041,93.82716,1.079071,4.82176,0.816807,2.186852,-0.024709,1.130064,0.169389,0.556495,5,0.693884,5,"Very High"
405,26125134800,,0,1.043697,0,0.608952,0,1.030708,65.098039,0.528176,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,0.966043,5,0.681199,0.797905,73851,0.737525,7.831325,0.767305,-12.578938,0.570892,0.718407,5,4.798962,0.725339,208400,0.7847,83.446866,0.596794,1.737452,1.010612,44.972616,0.002201,1.642901,0.155815,0.54591,5,0.743453,5,"Very High"
406,26125135300,,3.454658,0.891775,0,0.608952,2.692308,0.814521,87.39823,1.841749,74.734015,0.7328,53.11288,0.7328,0.855415,25.809989,0.957393,0.957515,5,0,0.946375,126071,2.668944,7.075665,0.840688,-13.143825,0.52265,1.244664,5,0,1.139355,292100,1.794109,94.397759,1.105581,2.97073,0.933118,40.039219,-0.000902,0.122299,0.196063,0.861221,5,1.021133,5,"Very High"
407,26125136300,,12.195122,0.507403,0,0.608952,4.724409,0.651347,86.538462,1.791105,89.671429,1.619948,60.285955,1.619948,1.216429,5.947595,1.753491,1.164097,5,1.731102,0.569075,89099,1.301491,9.135914,0.640615,-9.935059,0.796685,0.826966,5,14.923908,-0.14816,287100,1.73381,59.549913,-0.513477,7.178872,0.668696,-4.641391,-0.029003,0.318155,0.190879,0.317124,4,0.769396,5,"Very High"
408,26125137100,,12.150621,0.50936,0,0.608952,8.102345,0.380106,84.91034,1.695202,85.257143,1.357779,75.068027,1.357779,1.960398,9.520757,1.610276,1.160296,5,1.071552,0.712826,114724,2.249262,5.860404,0.958703,-29.644,-0.886503,0.758572,5,5.519268,0.663196,310100,2.011187,87.141376,0.768444,6.754649,0.695352,26.385243,-0.009489,0.430987,0.187893,0.71943,5,0.879433,5,"Very High"
409,26125138600,,2.790698,0.920973,10.843373,-0.521227,5.421687,0.595357,65.273556,0.538514,85.855378,1.393309,67.35703,1.393309,1.57231,19.316726,1.217647,0.816698,5,0,0.946375,98095,1.634218,5.694564,0.974808,-9.373254,0.844665,1.100016,5,3.945578,0.798962,274800,1.585474,93.05949,1.043404,5.50887,0.773632,12.453369,-0.018252,2.429597,0.134993,0.719702,5,0.878805,5,"Very High"
410,26125140301,,38.012762,-0.627956,0,0.608952,0,1.030708,62.71722,0.387935,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.290979,2,1.018767,0.724331,28828,-0.927703,10.778986,0.481055,-34.861903,-1.332123,-0.26361,2,16.028816,-0.243483,40800,-1.23653,32.064343,-1.79048,22.0578,-0.266234,364.830603,0.203375,0,0,-0.555559,2,-0.370049,2,"Low"
411,26125140600,,4.524181,0.844741,0,0.608952,0,1.030708,66.990881,0.639672,76.584127,0.84268,49.403162,0.84268,0.668708,29.706202,0.801231,0.77667,5,3.106212,0.269364,60530,0.244833,11.312545,0.42924,-28.03004,-0.748667,0.048693,3,7.933579,0.454909,118500,-0.299481,83.567134,0.602382,8.732738,0.571057,-0.693591,-0.02652,6.094627,0.037986,0.223389,3,0.349584,4,"High"
412,26125141100,,31.064764,-0.32241,5.825243,0.001801,24.271845,-0.918271,42.609985,-0.796464,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.781691,1,3.108003,0.268974,29792,-0.892049,12.090848,0.353658,-24.741392,-0.467809,-0.184306,2,14.257162,-0.090639,97400,-0.553944,44.133644,-1.22973,21.5297,-0.23305,34.797739,-0.004198,7.485539,0.001171,-0.351732,2,-0.439243,2,"Low"
413,26125141700,,71.124361,-2.08408,27.755102,-2.2839,14.285714,-0.116406,22.662266,-1.97147,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-1.413193,1,14.57753,-2.23085,18574,-1.30696,33.530718,-1.72839,-21.999452,-0.233641,-1.37496,1,22.013034,-0.759753,67200,-0.918152,39.740019,-1.43386,59.1629,-2.59776,-21.354992,-0.039515,6.733445,0.021078,-0.95466,1,-1.247604,1,"Very Low"
414,26125142600,,42.702051,-0.834173,0,0.608952,29.139073,-1.3091,65.262751,0.537878,40.980223,-1.271871,13.058962,-1.271871,-1.160462,74.750178,-1.00416,-0.633277,2,1.317297,0.659265,51719,-0.081053,18.381665,-0.257249,-28.182477,-0.761685,-0.11018,2,7.570143,0.486263,104100,-0.473143,81.15693,0.490402,22.1903,-0.274559,10.571468,-0.019435,4.704487,0.074781,0.047385,3,-0.232024,2,"Low"
415,26125144200,,4.502814,0.845681,21.83908,-1.66728,0,1.030708,59.054388,0.172179,65.788687,0.201528,31.240217,0.201528,-0.245416,44.098316,0.224386,0.080255,3,3.81808,0.11421,62344,0.311926,6.495589,0.897019,-23.359971,-0.349832,0.243331,3,2.08906,0.959127,168800,0.307129,92.363841,1.011084,6.276243,0.725413,-2.700137,-0.027782,0.937786,0.174478,0.524908,5,0.282831,4,"High"
416,26125144300,,7.926829,0.695106,6.878307,-0.107957,13.227513,-0.031434,52.157165,-0.234096,65.788687,0.201528,31.240217,0.201528,-0.245416,44.098316,0.224386,0.071731,3,2.474227,0.407108,62807,0.32905,8.475426,0.704755,-23.222624,-0.338103,0.275703,4,10.074166,0.270236,155100,0.141909,91.546392,0.973105,7.583065,0.643298,-5.742543,-0.029696,1.5625,0.157943,0.359466,4,0.235633,3,"Moderate"
417,26125144400,,9.773663,0.61389,5.204461,0.066504,0,1.030708,52.550558,-0.210923,65.788687,0.201528,31.240217,0.201528,-0.245416,44.098316,0.224386,0.240097,3,0.933041,0.743015,64841,0.40428,7.672634,0.782715,-25.872527,-0.56441,0.3414,4,8.026249,0.446914,145600,0.027341,88.254665,0.820168,7.182438,0.668472,0.740398,-0.025618,1.06842,0.171021,0.351383,4,0.31096,4,"High"
418,26125144800,,32.585752,-0.389297,12.222222,-0.664941,23.333333,-0.842911,49.646547,-0.381981,65.788687,0.201528,31.240217,0.201528,-0.245416,44.098316,0.224386,-0.299805,2,3.070175,0.277219,47778,-0.226815,8.880597,0.665409,-21.899036,-0.225065,0.122687,3,1.724138,0.99061,126900,-0.198178,67.280702,-0.154298,19.7455,-0.120938,-4.017433,-0.028611,0.716846,0.180326,0.111485,3,-0.021877,3,"Moderate"
419,26125145501,,14.070352,0.424938,0,0.608952,0,1.030708,71,0.875826,65.788687,0.201528,31.240217,0.201528,-0.245416,44.098316,0.224386,0.445846,4,0.899654,0.750292,53293,-0.022836,5.839032,0.960778,-16.823763,0.208375,0.474152,4,4.871626,0.71907,163600,0.244418,64.705882,-0.273926,10.5442,0.457233,28.652904,-0.008063,0,0,0.189789,3,0.369929,4,"High"
420,26125145600,,11.473566,0.539135,15.957447,-1.05425,25,-0.976741,64.134041,0.471392,65.788687,0.201528,31.240217,0.201528,-0.245416,44.098316,0.224386,-0.119995,3,3.865546,0.103865,63818,0.366443,11.376293,0.42305,-6.183804,1.117051,0.502602,4,8.273381,0.425594,157700,0.173265,76.582633,0.277877,11.1111,0.421611,7.813896,-0.02117,1.079622,0.170724,0.241317,3,0.207975,3,"Moderate"
421,26125150400,,0,1.043697,0,0.608952,6.726457,0.490587,93.193998,2.183144,83.011218,1.224392,69.648882,1.224392,1.687657,9.598331,1.607167,1.263657,5,1.430143,0.63467,140302,3.195294,10.38961,0.518867,-25.362778,-0.520877,0.956989,5,7.244898,0.514323,446000,3.650121,100,1.365866,0,1.119786,-1.161432,-0.026815,1.484583,0.160006,1.130548,5,1.117064,5,"Very High"
422,26125150700,,6.366308,0.763732,0,0.608952,0,1.030708,87.142376,1.826679,86.39312,1.425246,71.370411,1.425246,1.7743,7.875093,1.676235,1.300836,5,0,0.946375,122383,2.532539,4.475457,1.093196,-15.516546,0.320014,1.223031,5,7.217125,0.516719,357800,2.586442,97.099539,1.231108,4.375743,0.844833,-5.466573,-0.029522,0.727017,0.180057,0.888273,5,1.13738,5,"Very High"
423,26125152700,,3.410231,0.893729,6.508876,-0.069452,0,1.030708,91.513292,2.084144,86.39312,1.425246,71.370411,1.425246,1.7743,7.875093,1.676235,1.259273,5,0.931966,0.743249,129263,2.787004,3.389831,1.198622,-22.667238,-0.290671,1.109551,5,9.831933,0.291134,522900,4.577523,91.798695,0.984827,3.91151,0.874003,2.82255,-0.024309,1.390977,0.162483,1.144277,5,1.171034,5,"Very High"
424,26125153200,,0,1.043697,0,0.608952,0,1.030708,88.807786,1.924778,86.39312,1.425246,71.370411,1.425246,1.7743,7.875093,1.676235,1.354845,5,1.051625,0.717169,95900,1.553034,3.709949,1.167535,-22.484908,-0.2751,0.79066,5,12.10084,0.095391,488200,4.159047,53.632887,-0.788386,3.195207,0.919013,-1.286183,-0.026893,2.574605,0.131155,0.748221,5,0.964575,5,"Very High"
425,26125156500,,5.894106,0.784497,1.923077,0.408514,0,1.030708,80.673759,1.44565,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,1.031448,5,2.31003,0.442895,121588,2.503135,7.08042,0.840226,-35.973222,-1.427032,0.589806,5,3.688525,0.821138,290000,1.768784,91.06383,0.950684,2.554745,0.959257,-8.7367,-0.031579,0.152108,0.195274,0.77726,5,0.799505,5,"Very High"
426,26125157100,,2.046036,0.953721,0,0.608952,0,1.030708,86.498516,1.788752,81.017954,1.10601,65.959129,1.10601,1.501955,22.096871,1.106217,1.156616,5,0,0.946375,123977,2.591495,13.91129,0.176873,-14.466274,0.409709,1.031113,5,6.740028,0.557879,270200,1.529999,97.935103,1.269929,1.950448,0.997228,-12.792339,-0.03413,2.938296,0.121528,0.740406,5,0.976045,5,"Very High"
427,26125157400,,1.674277,0.970069,3.030303,0.293111,0,1.030708,82.01028,1.524377,80.341341,1.065825,63.079038,1.065825,1.357003,21.554886,1.127941,1.052719,5,3.900709,0.096201,97000,1.593718,0.713154,1.458557,-17.857022,0.120132,0.817152,5,2.534562,0.920693,338200,2.350069,90.307329,0.915537,3.378103,0.90752,39.936819,-0.000966,2.221194,0.140509,0.872227,5,0.914033,5,"Very High"
428,26125157700,,9.89957,0.608353,0,0.608952,6.617647,0.499324,71.351995,0.89656,81.017954,1.10601,65.959129,1.10601,1.501955,22.096871,1.106217,0.90391,5,0.833333,0.764747,121250,2.490633,6.797707,0.86768,-7.589562,0.996996,1.280014,5,5.263158,0.685292,335800,2.321125,95.555556,1.159374,7.819611,0.628435,13.789086,-0.017412,1.815431,0.151249,0.821344,5,1.001756,5,"Very High"
