OBJECTID,FIPS,NAMELSAD10,Childhood Poverty,High School Dropout Rate,"Persons 16-19 No HS Diploma, Unemployed",High school Completion,"Reading, School proficiency rates of three nearest in-district primary schools","Math, School proficiency rates of three nearest in-district primary schools",Percent of students receiving free or reduced price lunches,Percent of households receiving a form of public assistance,Median Household Income,Unemployment Rate,Change in jobs within a 5 mile radius,Vacant Property,Property Values,Homeownership rates,Poverty Rates,Percent change in population from 2000-2010.,Kirwan Opportunity Index,Kirwan Opportunity Index Ordinal Categories
321,26099254000,Census Tract 2540,5.582524,0,16.521739,53.993056,76.336212,45.992562,41.854097,2.028986,51371,11.783107,-17.537497,2.404526,125600,74.927536,6.438275,-8.747186,0.299599,High
322,26099254500,Census Tract 2545,17.780294,0,0,52.756432,76.336212,45.992562,41.854097,4.691916,55938,15.569678,-17.542105,5.502137,119800,74.448841,10.8774,-5.172645,0.234118,Moderate
323,26099255400,Census Tract 2554,9.278351,22.666667,0,43.360434,76.336212,45.992562,41.854097,2.040816,52392,12.185834,-16.942478,2.649007,109600,96.598639,7.692308,-6.861943,0.251959,Moderate
324,26099255700,Census Tract 2557,37.173579,15.873016,15.873016,37.277147,55.503063,22.41129,67.598499,4.441454,39669,13.070539,-16.878623,1.978892,104100,78.46568,17.782,-7.042904,-0.185173,Low
325,26099256100,Census Tract 2561,11.015491,1.5625,1.5625,42.828685,55.503063,22.41129,67.598499,2.605571,42589,21.994536,-19.13065,9.216966,91400,62.533693,9.317682,-7.750039,-0.090074,Low
326,26099256500,Census Tract 2565,13.315217,0,17.948718,49.389671,55.503063,22.41129,67.598499,1.480263,51136,10.787879,-19.626289,10.456554,120300,87.993421,11.4415,-7.807541,0.072378,Moderate
327,26099258000,Census Tract 2580,4.863222,3.225806,15.322581,52.985075,42.569096,13.097727,71.448931,2.83105,50363,12.071429,-21.1079,5.603448,97300,84.383562,3.909774,-0.607199,0.011007,Moderate
328,26099258500,Census Tract 2585,20.518359,0,22.764228,64.813404,57.353147,33.092958,51.46988,1.111111,47813,15.854922,-21.907449,11.656442,118700,82.361111,15.4156,1.120812,0.053887,Moderate
329,26099258900,Census Tract 2589,33.375959,0,0,45.804677,42.569096,13.097727,71.448931,5.882353,33092,18.539728,-22.427294,13.204225,84600,56.389452,25.9623,-1.608396,-0.357922,Low
330,26099260600,Census Tract 2606,9.23913,0,8.695652,60.786397,67.077672,41.772779,49.114154,0.91659,43958,14.064516,-24.307647,8.779264,123600,85.059578,8.59375,-8.157187,0.205606,Moderate
331,26099260900,Census Tract 2609,21.076233,8.571429,12.653061,54.586602,67.077672,41.772779,49.114154,2.487281,56892,14.625302,-26.320673,3.963084,151300,82.984737,10.972,-4.207883,0.129604,Moderate
332,26099261300,Census Tract 2613,27.016886,55.405405,0,47.313237,60.327451,30.295192,49.035322,1.314708,45114,10.983051,-14.826531,1.933924,134900,85.620378,14.2552,-1.230343,-0.046242,Low
333,26099261600,Census Tract 2616,0,0,47.457627,53.813559,60.327451,30.295192,49.035322,0,58984,7.036536,-16.173616,8.093525,142800,100,7.778609,-6.78147,0.24418,Moderate
334,26099262100,Census Tract 2621,44.893617,0,0,55.837563,67.077672,41.772779,49.114154,9.693878,30302,12.985075,-20.13939,0.507614,89000,55.782313,30.5072,-1.130156,-0.158462,Low
335,26099262600,Census Tract 2626,4.504505,0,0,36.647579,50.007692,28.258696,63.290175,1.025641,32100,21.980018,-22.284456,1.265823,124900,50.34188,7.052071,-2.9406,-0.062329,Low
336,26099263400,Census Tract 2634,8.673469,7.804878,3.902439,51.79086,50.007692,28.258696,63.290175,3.293413,48810,15.158371,-16.892539,9.607578,102900,98.128743,8.392603,-0.0192,0.089341,Moderate
337,26099267600,Census Tract 2676,2.898551,0,8.275862,51.308411,60.327451,30.295192,49.035322,5.518395,54125,10.602911,-17.58285,0,129500,94.481605,2.618135,-5.881739,0.259375,Moderate
338,26087330500,Census Tract 3305,24.06181,0.917431,9.174312,40.160643,79.6,28,48.683128,4.487179,50323,14.266487,-19.072165,13.057325,130500,85.714286,14.8252,10.212132,0.072898,Moderate
339,26087333000,Census Tract 3330,7.571429,0,10.884354,50.862852,70.9,32.8,53.950834,2.627119,62813,11.376022,-22.769867,10.876133,167100,97.457627,8.560558,-2.644241,0.269497,High
340,26087336500,Census Tract 3365,0,67.692308,0,30.991217,69.669666,36.391349,44.336516,0,0,0,-20.169604,0,0,0,0,56756.21152,1.678305,Very High
341,26087341500,Census Tract 3415,14.084507,5.154639,23.71134,63.390663,69.669666,36.391349,44.336516,0.655738,68832,8.637044,-23.341683,13.253697,193900,85.967213,7.393542,1.429073,0.29385,High
342,26099206700,Census Tract 2067,13.950456,9.302326,19.767442,63.862249,70.912531,28.720792,25.668743,6.706507,42303,16.06383,-36.760066,9.820359,155600,75.564409,10.7025,-3.31218,-0.085459,Low
343,26099215000,Census Tract 2150,15.44,0,3.913043,65.032487,70.912531,28.720792,25.668743,0.565931,82991,14.449981,-20.575927,6.951027,272300,89.360498,10.3637,28.078168,0.516909,High
344,26099221100,Census Tract 2211,0.627496,6.020942,3.403141,59.832451,76.713948,50.791801,34.75838,0.877193,75353,10.837683,-15.379485,2.978723,162400,86.642743,4.462326,16.563136,0.553988,Very High
345,26099222101,Census Tract 2221.01,43.731072,0,24.884793,40.221402,76.713948,50.791801,34.75838,10.259239,55313,17.925592,-10.049386,16.834862,104100,80.750138,29.1396,4.292451,-0.113011,Low
346,26099223500,Census Tract 2235,5.91716,9.677419,0,50.110132,74.477698,40.3375,51.816746,0,51932,12.296564,-7.995563,5.586592,165600,83.629191,8.745583,17.235877,0.392898,High
347,26099224100,Census Tract 2241,1.505928,0,10.803324,76.617617,75.621371,40.046454,24.037922,2.097039,101944,5.014191,-16.841661,1.657905,243400,99.095395,1.626492,167.593052,0.796657,Very High
348,26099224600,Census Tract 2246,18.168055,0,12.429379,56.943005,75.621371,40.046454,24.037922,0.414422,53028,7.629769,-16.072234,2.975472,156700,71.985081,12.2532,5.432625,0.387179,High
349,26099225500,Census Tract 2255,20.207254,0,36.936937,60.643275,76.362031,51.507082,23.328849,1.380775,61840,16.570605,-38.623661,6.271777,213600,77.854488,11.9057,3.341926,0.14653,Moderate
350,26099225900,Census Tract 2259,6.353591,11.290323,0,62.062091,76.362031,51.507082,23.328849,0.898995,72555,5.620609,-35.742832,4.831404,170900,90.639873,4.881479,2.997865,0.45145,High
351,26099226700,Census Tract 2267,5.463183,0,14.473684,50.950355,76.362031,51.507082,23.328849,2.238806,46994,18.971793,-15.173018,4.513064,37600,93.880597,5.149573,16.994108,0.278208,High
352,26099230000,Census Tract 2300,0,0,0,59.963381,76.362031,51.507082,23.328849,1.48917,43049,6.922072,-15.227796,9.105824,161700,36.371841,7.76433,10.796484,0.370868,High
353,26099230300,Census Tract 2303,36.413902,4.014599,6.20438,59.29788,76.362031,51.507082,23.328849,4.756098,54490,11.947086,-32.900746,9.040488,146400,72.5,24.2842,1.270816,0.084005,Moderate
354,26099230700,Census Tract 2307,4.77707,0,12.468193,57.621533,76.362031,51.507082,23.328849,1.432836,66719,16.359447,-20.730286,2.954809,187800,94.447761,6.851785,1.141672,0.46442,High
355,26099231200,Census Tract 2312,11.166253,0,22.222222,51.823119,76.362031,51.507082,23.328849,1.040989,50764,8.90937,-26.548563,5.705521,163200,68.445023,6.938884,-2.6443,0.27538,High
356,26099231700,Census Tract 2317,16.383764,12.240664,16.182573,53.715451,67.077672,41.772779,49.114154,3.449975,66568,8.845491,-20.172765,3.288847,170200,82.99655,11.3912,4.694722,0.22491,Moderate
357,26099232100,Census Tract 2321,6.640877,0,4.316547,59.7278,67.077672,41.772779,49.114154,1.147776,55172,8.433735,-15.445365,3.127172,163700,67.718795,7.083209,16.841313,0.384185,High
358,26099240300,Census Tract 2403,10.918114,4.621849,21.848739,61.845827,75.621371,40.046454,24.037922,4.369748,51736,11.764706,-15.673165,7.465008,158700,70.196078,8.250665,-5.489063,0.240148,Moderate
359,26099240400,Census Tract 2404,2.559415,0,16.863905,54.80462,75.621371,40.046454,24.037922,1.802179,65804,6.494413,-15.784452,1.85109,178400,80.595138,3.603767,-2.222137,0.495078,High
360,26099240900,Census Tract 2409,1.550388,0,13.333333,53.070761,75.621371,40.046454,24.037922,3.995006,59276,11.049211,-24.813722,0,100700,89.762797,6.636501,-8.497854,0.314187,High
361,26099241400,Census Tract 2414,5.604203,0,3.888889,52.693603,76.336212,45.992562,41.854097,1.88253,58068,12.456747,-9.652381,9.41337,156400,85.542169,5.717799,-8.87511,0.43893,High
362,26099242000,Census Tract 2420,24.444444,19.402985,14.925373,56.261682,75.621371,40.046454,24.037922,2.885292,34070,18.495077,-15.227796,8.292998,115300,48.557354,16.3907,56.8363,-0.044612,Low
363,26099243000,Census Tract 2430,6.403509,5.263158,9.064327,68.598019,75.621371,40.046454,24.037922,2.023121,80238,13.822337,-17.171737,4.208195,221300,88.092486,7.875275,-6.431994,0.522475,High
364,26125181600,Census Tract 1816,31.935484,24.107143,45.238095,47.63444,53.722388,39.714706,76.895307,2.088513,41750,14.54727,-16.949508,15.39756,97200,78.269518,20.501,-15.192166,-0.316374,Low
365,26125183000,Census Tract 1830,2.994012,0,0,70.336634,82.727665,54.63985,27.335375,1.359517,41639,7.688229,-22.494371,10.500225,127500,56.898288,13.522,-1.563473,0.354871,High
366,26125183100,Census Tract 1831,5.01836,2.777778,5,68.253478,82.727665,54.63985,27.335375,1.551992,59013,6.318883,-18.015704,4.259534,155900,88.877393,3.441946,-3.785433,0.570589,Very High
367,26125183200,Census Tract 1832,15.424165,43.333333,0,65.934066,82.727665,54.63985,27.335375,0.74813,57262,3.725262,-21.289089,7.014493,164500,65.087282,11.2871,-6.780111,0.269265,High
368,26125183400,Census Tract 1834,15.151515,0,17.1875,78.917526,82.727665,54.63985,27.335375,1.352494,73274,12.274619,-21.136224,8.507347,204100,80.642434,7.534808,-3.207602,0.499786,High
369,26125183900,Census Tract 1839,7.933579,0,0,78.887745,82.727665,54.63985,27.335375,1.521217,60653,6.822157,-16.572958,0.873016,155000,61.809448,13.6493,-5.268636,0.547853,High
370,26125184400,Census Tract 1844,4.137931,0,0,78.364722,82.727665,54.63985,27.335375,1.516196,61392,8.288482,-17.010972,3.459747,169700,60.647829,6.676726,0.160676,0.560643,Very High
371,26125188100,Census Tract 1881,2.686567,0,0,93.71568,84.29577,66.962763,24.675886,0.556174,120391,3.898051,-16.001165,2.388708,273500,94.104561,4.22833,-0.625587,1.05926,Very High
372,26125190500,Census Tract 1905,4.223228,0,13.669065,80.803011,83.775579,74.759847,12.193143,0,115607,8.412582,-23.719331,3.110048,357600,94.567901,4.039168,12.340669,0.96512,Very High
373,26125191000,Census Tract 1910,22.379603,6.896552,0,82.956522,83.775579,74.759847,12.193143,3.909206,69659,4.1988,-30.652531,15.81741,203900,64.06053,13.6594,-3.036376,0.445535,High
374,26125192200,Census Tract 1922,1.291513,0,9.440559,82.049401,83.775579,74.759847,12.193143,0.935065,117782,8.582207,-23.339066,2.728651,271400,95.896104,1.883675,-8.052415,0.94011,Very High
375,26125192700,Census Tract 1927,3.345725,0,3.630363,88.448687,83.775579,74.759847,12.193143,1.00365,103019,7.376595,-33.702687,2.836879,238900,93.430657,2.434398,-0.905819,0.834708,Very High
376,26125193300,Census Tract 1933,9.021113,0,7.801418,79.634788,83.775579,74.759847,12.193143,3.232125,55044,7.328692,-27.686783,6.927985,170200,54.113614,9.449682,-2.368315,0.445405,High
377,26125194000,Census Tract 1940,9.201774,0,0,77.287671,83.775579,74.759847,12.193143,1.280353,50521,11.071042,-22.695177,8.373786,181900,39.86755,15.6217,-5.903016,0.437586,High
378,26125194400,Census Tract 1944,15.311653,0,0,67.696316,76.584127,49.403162,29.706202,0,68710,6.495468,-24.820914,7.443366,225300,72.237762,9.085857,21.804059,0.525398,High
379,26125196000,Census Tract 1960,6.59273,0,11.936937,79.613133,87.527152,78.526092,12.988768,1.793722,115107,8.652095,-20.510839,1.762115,247000,97.309417,3.708587,-3.414463,0.91168,Very High
380,26125196300,Census Tract 1963,11.195929,0,5.31401,76.636714,87.527152,78.526092,12.988768,3.466872,94541,8.868335,-22.303547,5.047549,263300,93.913713,4.930617,-0.393307,0.789592,Very High
381,26125196700,Census Tract 1967,0.926999,0,0,85.846995,87.527152,78.526092,12.988768,0,120268,6.449222,-22.289005,5.91133,276400,98.429319,1.011158,-7.21241,1.051764,Very High
382,26125197000,Census Tract 1970,11.449159,2.647059,0,82.279725,87.527152,78.526092,12.988768,0.44586,98750,6.204082,-21.356875,1.257862,231700,94.840764,6.310475,4.723859,0.903953,Very High
383,26125197500,Census Tract 1975,26.990446,0,5.577689,69.88939,87.527152,78.526092,12.988768,5.483208,58750,7.634307,-20.720776,14.778037,166100,40.233036,16.4418,-9.646749,0.323483,High
384,26125197900,Census Tract 1979,4.418828,0,0,87.279843,87.527152,78.526092,12.988768,2.602524,107917,3.556387,-21.503138,1.246106,221400,94.794953,2.996726,4.244871,0.958578,Very High
385,26115830300,Census Tract 8303,10.672854,0,23.684211,52.581032,72.434054,39.243011,41.783346,2.893175,73194,7.407407,-10.974546,2.248006,203200,91.246291,5.934066,9.152796,0.463238,High
386,26115831100,Census Tract 8311,16.949153,16.27907,0,48.217523,58.806944,27.556264,50.110132,0,59435,8.793103,-11.17415,6.588004,170400,92.842105,10.0564,0.993752,0.307735,High
387,26115831800,Census Tract 8318,27.554745,35.918367,13.469388,8.966245,58.806944,27.556264,50.110132,7.269504,20625,40.026076,-10.955228,9.76,65000,55.496454,26.3221,-4.292356,-0.719273,Very Low
388,26115832200,Census Tract 8322,4.489796,0,30,38.435829,58.806944,27.556264,50.110132,5.392157,40353,12.547051,-8.512154,2.508961,119300,74.387255,7.322069,2.274928,0.051875,Moderate
389,26115832800,Census Tract 8328,4.843517,14.893617,3.457447,57.848217,89,40.8,21.012658,0.66586,70625,7.727462,-5.448672,5.976096,187200,96.791768,4.142485,0.32119,0.644867,Very High
390,26115833200,Census Tract 8332,16.648993,3.529412,2.941176,59.948416,80.914169,46.771351,22.599881,1.353276,69342,7.853403,122.029357,3.505155,163500,94.444444,7.349552,14.291149,1.541821,Very High
391,26115833800,Census Tract 8338,8.377761,3.278689,3.278689,61.018412,80.914169,46.771351,22.599881,0.447316,54429,7.81493,-21.084843,4.64455,163900,80.516899,5.963214,5.629963,0.478307,High
392,26125121400,Census Tract 1214,1.487603,0,10.091743,64.891519,71.973585,55.9984,24.159932,2.698535,88640,5.894413,-24.009999,3.281133,230900,82.34387,2.345965,224.427229,0.620878,Very High
393,26125121800,Census Tract 1218,20.726991,12.244898,6.122449,67.917206,71.973585,55.9984,24.159932,1.478149,93645,9.240659,-30.559112,3.593556,174600,92.802057,12.0472,19.474905,0.447073,High
394,26125122900,Census Tract 1229,26.521739,8.888889,15.555556,62.16,80.387629,39.148454,36.432237,5.381166,66528,10.721868,-23.279703,10.080645,169600,79.372197,14.2857,-3.162484,0.175901,Moderate
395,26125125600,Census Tract 1256,1.442308,7.179487,5.128205,55.182774,72.40094,47.110942,39.729804,0,66761,11.788897,-8.883507,7.887818,215500,91.912464,1.297297,-3.027506,0.557479,Very High
396,26125127000,Census Tract 1270,15.421979,4.678363,9.356725,73.844787,81.329183,57.775624,19.374382,1.221544,98659,11.198009,93.116971,9.542943,226500,97.390339,8.634944,11.452519,1.463594,Very High
397,26125127400,Census Tract 1274,0,0,0,44.472789,81.329183,57.775624,19.374382,0.759878,53289,16.468039,-26.378891,6.534091,134000,94.224924,4.148607,-10.509414,0.40439,High
398,26125128200,Census Tract 1282,4.468085,0,14.090909,80.715613,84.456046,58.996395,19.637071,0.764656,103713,10.167533,-24.202098,0,207900,98.300765,3.47667,-9.62185,0.773256,Very High
399,26125128700,Census Tract 1287,3.395785,1.333333,0,80.224719,84.456046,58.996395,19.637071,2.66876,111131,9.164149,-23.904119,3.630862,310700,90.10989,5.964912,29.671936,0.841417,Very High
400,26125130600,Census Tract 1306,5.889885,0,11.450382,58.658205,80.341341,63.079038,21.554886,2.946128,64063,11.446469,-39.643711,10,181400,94.107744,5.499368,-9.040976,0.345922,High
401,26125131500,Census Tract 1315,0,11.328125,7.03125,67.222222,74.734015,53.11288,25.809989,3.399852,81542,13.496333,-11.719997,14.744802,219400,94.382853,4.121587,-2.995445,0.531692,High
402,26125132500,Census Tract 1325,35.520685,0,14.772727,59.852431,74.734015,53.11288,25.809989,1.970803,60179,14.110756,-9.669792,9.927679,164000,64.59854,19.7333,1.432625,0.284625,High
403,26125133001,Census Tract 1330.01,0,0,0,83.795441,80.341341,63.079038,21.554886,0,99063,3.878474,-6.868505,4.367301,219400,95.667447,0.265152,-24.076679,0.993661,Very High
404,26125134300,Census Tract 1343,7.193676,2.752294,6.422018,70.944686,80.341341,63.079038,21.554886,2.581369,75912,13.123167,-4.883351,5.714286,197400,93.82716,4.82176,2.186852,0.693884,Very High
405,26125134800,Census Tract 1348,0,0,0,65.098039,80.341341,63.079038,21.554886,0.681199,73851,7.831325,-12.578938,4.798962,208400,83.446866,1.737452,44.972616,0.743453,Very High
406,26125135300,Census Tract 1353,3.454658,0,2.692308,87.39823,74.734015,53.11288,25.809989,0,126071,7.075665,-13.143825,0,292100,94.397759,2.97073,40.039219,1.021133,Very High
407,26125136300,Census Tract 1363,12.195122,0,4.724409,86.538462,89.671429,60.285955,5.947595,1.731102,89099,9.135914,-9.935059,14.923908,287100,59.549913,7.178872,-4.641391,0.769396,Very High
408,26125137100,Census Tract 1371,12.150621,0,8.102345,84.91034,85.257143,75.068027,9.520757,1.071552,114724,5.860404,-29.644,5.519268,310100,87.141376,6.754649,26.385243,0.879433,Very High
409,26125138600,Census Tract 1386,2.790698,10.843373,5.421687,65.273556,85.855378,67.35703,19.316726,0,98095,5.694564,-9.373254,3.945578,274800,93.05949,5.50887,12.453369,0.878805,Very High
410,26125140301,Census Tract 1403.01,38.012762,0,0,62.71722,40.980223,13.058962,74.750178,1.018767,28828,10.778986,-34.861903,16.028816,40800,32.064343,22.0578,364.830603,-0.370049,Low
411,26125140600,Census Tract 1406,4.524181,0,0,66.990881,76.584127,49.403162,29.706202,3.106212,60530,11.312545,-28.03004,7.933579,118500,83.567134,8.732738,-0.693591,0.349584,High
412,26125141100,Census Tract 1411,31.064764,5.825243,24.271845,42.609985,40.980223,13.058962,74.750178,3.108003,29792,12.090848,-24.741392,14.257162,97400,44.133644,21.5297,34.797739,-0.439243,Low
413,26125141700,Census Tract 1417,71.124361,27.755102,14.285714,22.662266,40.980223,13.058962,74.750178,14.57753,18574,33.530718,-21.999452,22.013034,67200,39.740019,59.1629,-21.354992,-1.247604,Very Low
414,26125142600,Census Tract 1426,42.702051,0,29.139073,65.262751,40.980223,13.058962,74.750178,1.317297,51719,18.381665,-28.182477,7.570143,104100,81.15693,22.1903,10.571468,-0.232024,Low
415,26125144200,Census Tract 1442,4.502814,21.83908,0,59.054388,65.788687,31.240217,44.098316,3.81808,62344,6.495589,-23.359971,2.08906,168800,92.363841,6.276243,-2.700137,0.282831,High
416,26125144300,Census Tract 1443,7.926829,6.878307,13.227513,52.157165,65.788687,31.240217,44.098316,2.474227,62807,8.475426,-23.222624,10.074166,155100,91.546392,7.583065,-5.742543,0.235633,Moderate
417,26125144400,Census Tract 1444,9.773663,5.204461,0,52.550558,65.788687,31.240217,44.098316,0.933041,64841,7.672634,-25.872527,8.026249,145600,88.254665,7.182438,0.740398,0.31096,High
418,26125144800,Census Tract 1448,32.585752,12.222222,23.333333,49.646547,65.788687,31.240217,44.098316,3.070175,47778,8.880597,-21.899036,1.724138,126900,67.280702,19.7455,-4.017433,-0.021877,Moderate
419,26125145501,Census Tract 1455.01,14.070352,0,0,71,65.788687,31.240217,44.098316,0.899654,53293,5.839032,-16.823763,4.871626,163600,64.705882,10.5442,28.652904,0.369929,High
420,26125145600,Census Tract 1456,11.473566,15.957447,25,64.134041,65.788687,31.240217,44.098316,3.865546,63818,11.376293,-6.183804,8.273381,157700,76.582633,11.1111,7.813896,0.207975,Moderate
421,26125150400,Census Tract 1504,0,0,6.726457,93.193998,83.011218,69.648882,9.598331,1.430143,140302,10.38961,-25.362778,7.244898,446000,100,0,-1.161432,1.117064,Very High
422,26125150700,Census Tract 1507,6.366308,0,0,87.142376,86.39312,71.370411,7.875093,0,122383,4.475457,-15.516546,7.217125,357800,97.099539,4.375743,-5.466573,1.13738,Very High
423,26125152700,Census Tract 1527,3.410231,6.508876,0,91.513292,86.39312,71.370411,7.875093,0.931966,129263,3.389831,-22.667238,9.831933,522900,91.798695,3.91151,2.82255,1.171034,Very High
424,26125153200,Census Tract 1532,0,0,0,88.807786,86.39312,71.370411,7.875093,1.051625,95900,3.709949,-22.484908,12.10084,488200,53.632887,3.195207,-1.286183,0.964575,Very High
425,26125156500,Census Tract 1565,5.894106,1.923077,0,80.673759,80.341341,63.079038,21.554886,2.31003,121588,7.08042,-35.973222,3.688525,290000,91.06383,2.554745,-8.7367,0.799505,Very High
426,26125157100,Census Tract 1571,2.046036,0,0,86.498516,81.017954,65.959129,22.096871,0,123977,13.91129,-14.466274,6.740028,270200,97.935103,1.950448,-12.792339,0.976045,Very High
427,26125157400,Census Tract 1574,1.674277,3.030303,0,82.01028,80.341341,63.079038,21.554886,3.900709,97000,0.713154,-17.857022,2.534562,338200,90.307329,3.378103,39.936819,0.914033,Very High
428,26125157700,Census Tract 1577,9.89957,0,6.617647,71.351995,81.017954,65.959129,22.096871,0.833333,121250,6.797707,-7.589562,5.263158,335800,95.555556,7.819611,13.789086,1.001756,Very High
429,26125158200,Census Tract 1582,1.298701,0,30.952381,89.128664,86.39312,71.370411,7.875093,0.817996,89938,3.995738,-21.136224,3.104359,230500,90.320382,2.407848,2.887527,0.808253,Very High
430,26125160400,Census Tract 1604,20.336391,0,14.482759,71.361989,57.971637,27.653846,57.193846,2.354571,38726,13.888889,-16.290917,20.088545,184000,32.686981,14.3732,-12.380653,-0.034555,Moderate
431,26125160900,Census Tract 1609,29.830918,0,0,69.714071,57.971637,27.653846,57.193846,4.592315,41693,11.371494,-17.165135,11.854606,125700,14.292409,18.5258,-5.792626,-0.080768,Low
432,26125161300,Census Tract 1613,25.296443,0,16.37931,73.532406,57.971637,27.653846,57.193846,2.288188,48695,9.643023,-15.895592,7.758129,111300,72.479901,13.5168,-11.17748,0.135679,Moderate
433,26125161700,Census Tract 1617,2.099237,0,29.496403,67.246241,57.971637,27.653846,57.193846,1.140351,74194,17.178683,-14.941288,7.990315,145900,86.22807,4.78519,-13.375236,0.251559,Moderate
434,26125165000,Census Tract 1650,5.156038,0,0,77.107324,76.539843,49.611068,22.435618,1.155235,59926,3.920386,-21.713127,5.974202,151700,77.039711,6.099571,-4.980398,0.559137,Very High
435,26125166100,Census Tract 1661,0,0,0,82.426405,76.539843,49.611068,22.435618,1.74772,72021,3.703704,-10.929958,6.732814,222800,54.863222,5.705059,24.249646,0.678428,Very High
436,26125166600,Census Tract 1666,17.70073,0,6.206897,69.688821,76.539843,49.611068,22.435618,0.643087,29896,5.700586,-13.87915,9.680542,181700,30.439443,17.55,0.539614,0.290501,High
437,26125166900,Census Tract 1669,11.557178,0,0,71.161496,76.539843,49.611068,22.435618,3.941267,88929,11.379658,-13.639201,7.30659,212100,93.972179,6.755229,-4.473021,0.640462,Very High
438,26125167500,Census Tract 1675,19.104478,5.116279,0,69.273743,76.539843,49.611068,22.435618,1.054562,63350,4.192872,-15.498547,12.58517,166700,80.284273,11.1521,-6.630755,0.508313,High
439,26125168100,Census Tract 1681,4.469274,0,15.116279,89.970674,76.539843,49.611068,22.435618,0,129868,4.041204,-15.765068,1.869159,262600,90.47619,2.38806,-11.161097,0.959458,Very High
440,26125168800,Census Tract 1688,0,0,8.108108,88.081049,76.539843,49.611068,22.435618,2.120141,124583,8.340499,-14.920288,0.817757,267500,92.932862,0.163867,-40.137588,0.921676,Very High
441,26125170200,Census Tract 1702,5.889145,0,15.942029,71.840543,84.29577,66.962763,24.675886,2.121834,62111,8.630952,-15.851897,4.133858,153700,67.693361,9.258194,-1.666734,0.510241,High
442,26125171200,Census Tract 1712,32.915718,0,11.47541,77.660236,60.771242,29.592105,54.969728,6.504961,58625,10.783553,-29.682414,11.856171,97600,80.044101,17.7694,-9.231616,-0.014722,Moderate
443,26125172400,Census Tract 1724,52,0,0,63.161609,84.29577,66.962763,24.675886,4.060914,20421,14.496528,-16.930272,15.511079,0,0,32.9821,-15.436487,-0.086678,Low
444,26125173200,Census Tract 1732,0,0,18.390805,84.047948,60.771242,29.592105,54.969728,3.63232,63109,7.245509,-18.029592,5.927476,188600,70.79318,5.769951,-8.259649,0.33475,High
445,26125175200,Census Tract 1752,46.821705,0,0,35.588633,55.485167,29.981905,61.304883,2.286402,40254,16.815742,-25.947116,13.527575,84600,73.766546,28.5139,-21.883583,-0.211555,Low
446,26125180200,Census Tract 1802,6.608696,4.901961,15.196078,62.753346,75.403846,41.067442,37.23042,0.769231,48077,17.088056,-20.827226,9.139785,150900,61.301775,7.274271,-6.703104,0.192512,Moderate
447,26125181300,Census Tract 1813,14.227086,10,23.076923,50.172075,53.722388,39.714706,76.895307,1.123596,43158,14.379337,-15.846178,12.646282,112700,72.38548,13.5039,-5.685208,-0.054149,Low
448,26147621000,Census Tract 6210,41.761658,0,7.368421,37.276423,61.498168,29.886107,51.983806,9.781844,36021,17.536746,-14.243044,12.121212,83300,59.042928,27.9181,-9.207727,-0.28908,Low
449,26147624000,Census Tract 6240,49.122807,0,11.904762,52.818035,61.498168,29.886107,51.983806,12.307692,17233,23.529412,-14.243044,24.35094,81200,24.142012,35.1262,-4.728651,-0.611292,Low
450,26147629000,Census Tract 6290,19.806763,0,16.806723,59.201077,61.498168,29.886107,51.983806,2.018093,41514,8.942512,-13.075883,5.148515,133000,54.418928,13.9388,-4.13736,0.120422,Moderate
451,26147634100,Census Tract 6341,17.026684,5.531915,23.829787,47.166979,61.498168,29.886107,51.983806,3.386167,52734,11.801846,-17.092863,8.503626,139300,85.951009,9.775857,4.188463,0.083104,Moderate
452,26147637100,Census Tract 6371,4.646251,0,38.53211,59.325477,82.669898,57.632143,25.492382,0,66827,10.076336,-15.974399,9.594334,147300,96.296296,4.154538,5.236487,0.465115,High
453,26147640600,Census Tract 6406,9.302326,0,0,56.492718,80.210863,50.459365,30.997017,2.195122,74932,8.176615,-19.062266,1.204819,170300,90.853659,6.103679,0.049576,0.572166,Very High
454,26147649000,Census Tract 6490,2.891566,0,7.746479,49.819613,64.108547,32.24322,43.727034,0.765864,40137,22.488976,-25.983879,10.959571,126300,72.045952,11.9002,-10.324253,0.033607,Moderate
455,26147651100,Census Tract 6511,27.743902,0,12.977099,56.84678,80.210863,50.459365,30.997017,0.858369,64107,11.389961,9.60834,0,208900,94.563662,8.293963,0.355162,0.685927,Very High
456,26147655100,Census Tract 6551,18.354861,0.813008,15.718157,44.827586,80.834247,52.049315,38.917406,2.675227,47828,15.969429,-23.301468,8.292444,136200,82.932049,14.2885,0.676536,0.157219,Moderate
457,26147658100,Census Tract 6581,16.358464,0,15.322581,49.63949,68.9,36.7,47.932203,0,58793,18.337408,-13.624895,5.135952,163900,94.692144,10.9589,6.92636,0.292376,High
458,26163585800,Census Tract 5858,36.779026,6.944444,5.555556,52.524544,58.583965,27.406997,69.187987,5.241935,35500,15.539689,-13.980889,1.475596,58700,68.548387,27.2906,12.85414,-0.15086,Low
459,26163585900,Census Tract 5859,22.753623,9.625668,45.454545,43.584815,58.583965,27.406997,69.187987,3.76688,37306,19.038462,-12.806748,3.497942,136000,49.538024,19.1717,-2.725326,-0.287268,Low
