OBJECTID,FIPS,NAMELSAD10,Childhood Poverty,High School Dropout Rate,"Persons 16-19 No HS Diploma, Unemployed",High school Completion,"Reading, School proficiency rates of three nearest in-district primary schools","Math, School proficiency rates of three nearest in-district primary schools",Percent of students receiving free or reduced price lunches,Percent of households receiving a form of public assistance,Median Household Income,Unemployment Rate,Change in jobs within a 5 mile radius,Vacant Property,Property Values,Homeownership rates,Poverty Rates,Percent change in population from 2000-2010.,Kirwan Opportunity Index,Kirwan Opportunity Index Ordinal Categories
460,26163586200,Census Tract 5862,31.420765,0,9.069767,43.616766,58.583965,27.406997,69.187987,4.058095,55125,10.688406,-20.026679,9.648784,108100,77.146519,15.4788,1.187755,-0.015256,Moderate
461,26163586300,Census Tract 5863,40,0,0,37.304688,58.583965,27.406997,69.187987,2.70636,45078,6.939704,-13.145901,2.763158,127000,93.775372,22.2113,-2.461706,0.112653,Moderate
462,26163591501,Census Tract 5915.01,12.184413,19.607843,0,56.384977,72.3174,32.319583,35.991778,2.433281,45231,7.960894,-12.965412,13.274336,91000,75.824176,14.4557,132.662872,0.170425,Moderate
463,26163591502,Census Tract 5915.02,13.517442,0,0,66.90372,72.3174,32.319583,35.991778,4.303279,54556,5.212922,-2.076841,14.084507,178600,68.545082,12.0122,-30.355624,0.416829,High
464,26163593000,Census Tract 5930,18.390805,3.11284,21.011673,62.847322,72.3174,32.319583,35.991778,4.256385,54130,12.788567,-16.407446,13.362256,135900,72.308463,12.2578,6.975868,0.130392,Moderate
465,26163594100,Census Tract 5941,2.481122,0,0,69.751693,79.254098,57.868649,24.064563,0,71438,4.759387,-14.585244,5.898268,172000,88.556642,4.188358,-3.183829,0.720497,Very High
466,26163594500,Census Tract 5945,15.40931,0,21.694915,56.659794,79.254098,57.868649,24.064563,4.256966,53235,16.203966,-14.622776,3.725782,160000,71.981424,11.4164,-7.106838,0.282139,High
467,26163596200,Census Tract 5962,2.481122,0,4.102564,73.441109,86.2,46.2,8.20033,0.720288,76458,7.531807,-18.885435,2.573099,267900,82.893157,2.680266,-5.034331,0.758721,Very High
468,26163990200,Census Tract 9902,0,0,0,0,77.370635,30.452964,31.372549,0,0,0,-14.405716,0,0,0,0,0,0.098326,Moderate
469,26163550300,Census Tract 5503,2.085506,0,0,93.151927,84.936424,72.367603,13.040806,0,139276,3.742331,-6.846192,4.848485,356300,96.542311,1.600242,-4.432459,1.288308,Very High
470,26163550800,Census Tract 5508,0,18.181818,0,91.873142,84.936424,72.367603,13.040806,0,90375,3.957382,-21.842245,11.034483,277900,96.434109,4.166667,0.532434,0.848814,Very High
471,26163551800,Census Tract 5518,11.225806,0,8.252427,80.805069,84.936424,72.367603,13.040806,0,65262,6.141155,-30.175292,9.471649,170200,84.05694,7.928118,-8.181358,0.589876,Very High
472,26163554400,Census Tract 5544,9.974425,6.349206,3.571429,51.646959,59.030328,23.416129,60.452688,2.248996,50710,15.289766,-18.291727,14.842681,86400,79.036145,9.828244,-12.576376,0.039979,Moderate
473,26163554900,Census Tract 5549,7.33945,11.781609,19.54023,57.210626,59.192212,20.736533,53.00682,2.84585,55353,12.641723,-25.603571,9.836066,108300,91.541502,8.524992,-2.143764,0.029978,Moderate
474,26163555600,Census Tract 5556,0.727273,0,33.684211,61.099476,59.192212,20.736533,53.00682,1.140351,52447,13.121846,-15.475799,2.564103,113200,89.473684,2.248062,-3.798543,0.203929,Moderate
475,26163556400,Census Tract 5564,4.752275,3.461538,8.461538,82.654402,77.857014,60.28419,21.540984,0.063492,101806,10.004018,-25.517262,4.545455,274000,87.365079,3.013267,-5.518065,0.756888,Very High
476,26163556700,Census Tract 5567,5.730129,0,8.59375,59.387187,77.857014,60.28419,21.540984,0,71449,2.791461,-27.041291,5.40275,231100,88.681205,3.833737,-1.655224,0.627037,Very High
477,26163557100,Census Tract 5571,9.23825,0,5.389222,69.934995,77.857014,60.28419,21.540984,3,68125,8.871595,-30.573503,1.960784,162800,86,7.098765,-4.368626,0.475096,High
478,26163557400,Census Tract 5574,10.775296,0,3.365385,73.392641,77.857014,60.28419,21.540984,0,94615,10.416667,-27.225337,0,210100,99.376947,6.732394,-4.511229,0.714731,Very High
479,26163558000,Census Tract 5580,3.412322,3.977273,11.363636,73.268325,77.857014,60.28419,21.540984,2.004717,62500,10.767274,-22.774377,1.107872,153600,90.683962,4.001809,-5.696574,0.517065,High
480,26163558400,Census Tract 5584,13.376623,3.26087,1.086957,61.511299,77.857014,60.28419,21.540984,0.579524,62422,6.417625,-15.721284,6.049607,178500,77.849324,6.517259,3.120176,0.567081,Very High
481,26163558900,Census Tract 5589,0,6.896552,6.896552,68.793706,77.857014,60.28419,21.540984,0.584795,65313,11.134235,-14.836955,12.307692,146400,97.368421,3.926097,-4.402258,0.559504,Very High
482,26163559200,Census Tract 5592,16.403162,0,27.536232,61.450382,77.857014,60.28419,21.540984,5.269608,60333,15.687852,-10.696685,5.005821,139900,87.254902,10.3494,-0.231004,0.334414,High
483,26163561200,Census Tract 5612,0.498339,2.427184,7.76699,78.538255,89.671429,60.285955,5.947595,1.250711,122480,5.406472,-22.077468,5.175202,404800,92.211484,3.554841,78.814325,1.028066,Very High
484,26163561900,Census Tract 5619,0.482574,0,8.270677,86.792453,82.367185,64.285091,16.303302,0.537634,136875,4.99002,-22.310009,2.025932,362500,95.822994,1.109893,19.185068,1.092289,Very High
485,26163562600,Census Tract 5626,0,6.78733,8.597285,79.333075,82.367185,64.285091,16.303302,0.699746,91638,6.284153,-12.486144,7.147076,230300,71.374046,3.018868,10.338586,0.770994,Very High
486,26163563200,Census Tract 5632,12.337662,0,22.173913,68.743229,82.367185,64.285091,16.303302,4.991087,57227,9.352518,-20.267544,15.828957,150500,39.304813,9.265387,-5.445026,0.233709,Moderate
487,26163563600,Census Tract 5636,7.014682,0,8.163265,76.360682,82.367185,64.285091,16.303302,0,97019,4.937163,-20.159115,10.504202,197900,96.713615,4.101563,-5.064538,0.793009,Very High
488,26163564300,Census Tract 5643,3.131991,0,15.492958,64.722537,82.367185,64.285091,16.303302,2.483286,59243,10.617284,-16.328888,3.59116,176300,83.572111,5.824847,4.036991,0.539258,High
489,26163564504,Census Tract 5645.04,11.483871,0,4.210526,74.21897,69.829389,39.525832,48.311119,1.398939,97750,9.46805,-23.346867,5.858311,251700,91.413411,8.079324,19.882416,0.58623,Very High
490,26163564900,Census Tract 5649,63.780919,28.676471,53.676471,35.700326,55.156282,30.598171,61.513739,5.484694,34337,24.308153,-14.858827,10.297483,19600,70.790816,35.6164,8.543587,-0.707195,Very Low
491,26163565300,Census Tract 5653,26.130199,7.395498,12.21865,63.970588,77.857014,60.28419,21.540984,1.367262,34525,11.795027,-19.49634,14.789644,120500,23.547284,16.3307,10.111909,0.060469,Moderate
492,26163565900,Census Tract 5659,20.285261,0,17.431193,52.615933,55.156282,30.598171,61.513739,1.526718,42167,12.284483,-14.05951,8.150745,110800,74.141221,14.5412,-3.486635,0.059266,Moderate
493,26163566400,Census Tract 5664,52.793296,30.337079,25.842697,39.31523,55.156282,30.598171,61.513739,7.249467,41301,11.808118,-14.559426,22.479339,117100,43.496802,25.6831,-21.671991,-0.538599,Low
494,26163566500,Census Tract 5665,22,0,10.948905,46.078993,55.156282,30.598171,61.513739,7.584501,25438,19.836957,-16.085204,9.948033,107800,35.119538,27.5699,-9.265417,-0.340182,Low
495,26163566600,Census Tract 5666,9.381663,11.702128,39.361702,63.291139,55.156282,30.598171,61.513739,0,70962,9.262436,-15.850999,8.510638,150100,76.098191,5.923961,-3.873492,0.150706,Moderate
496,26163566700,Census Tract 5667,18.861607,8.368201,26.778243,43.432778,55.156282,30.598171,61.513739,0.412371,47083,14.154589,-13.782145,11.657559,102200,80.412371,14.9858,-5.342305,-0.027221,Moderate
497,26163567100,Census Tract 5671,42.455621,0,6.870229,46.793626,77.857014,60.28419,21.540984,3.301321,37165,18.439024,-15.608748,10.670241,91800,78.331333,21.8784,-10.29767,0.102775,Moderate
498,26163567800,Census Tract 5678,7.239264,8.675799,0,47.453636,55.156282,30.598171,61.513739,3.135552,45760,8.719008,-15.30454,16.276252,124600,64.109986,7.384342,-2.398437,0.069015,Moderate
499,26163568000,Census Tract 5680,5.027933,16.891892,4.72973,40.047534,55.156282,30.598171,61.513739,3.723887,43036,9.593777,-15.623084,2.738516,150200,52.770209,9.277389,-3.077482,0.001928,Moderate
500,26163568500,Census Tract 5685,56.921167,0,10.150376,29.734996,55.156282,30.598171,61.513739,10.857828,19454,25.846995,-14.559426,20.009597,71000,29.154169,43.6754,-17.873201,-0.705883,Very Low
501,26163569100,Census Tract 5691,0,3.703704,10.493827,43.546512,56.3,23.4,44.870975,0.436205,60163,16.284404,-15.616567,0,112200,87.568157,1.345469,-6.261381,0.25643,Moderate
502,26163569400,Census Tract 5694,11.508951,4.069767,13.372093,57.744361,56.3,23.4,44.870975,0,60739,15.546504,-15.30454,4.3257,114300,75.265957,9.041653,-7.481578,0.200542,Moderate
503,26163569800,Census Tract 5698,10.493827,7.924528,5.660377,52.684366,56.3,23.4,44.870975,1.200873,53676,9.191656,-15.752498,7.66129,102000,88.209607,9.023726,-6.815746,0.213116,Moderate
504,26163570600,Census Tract 5706,66.22276,16.778523,0,34.607219,67.8,25.2,74.515141,28.614458,25000,27.162978,-13.606706,27.747552,89900,46.23494,48.6855,-24.268021,-1.062633,Very Low
505,26163570900,Census Tract 5709,65.738162,0,0,46.157867,40.133333,12.821368,68.253359,9.322866,31383,27.478261,-16.665091,17.556634,73100,56.035329,36.7143,-18.535984,-0.591213,Low
506,26163572200,Census Tract 5722,32.763744,0,27.678571,51.978657,60.249302,41.950583,57.361319,0.553797,39876,8.795411,-21.381478,5.987356,139400,87.460443,17.6756,0.22922,0.084889,Moderate
507,26163572900,Census Tract 5729,7.342657,0,5.343511,46.351197,57.551598,33.012385,63.993289,1.568627,48333,11.51751,-14.318826,6.077348,93000,72.647059,7.578702,-4.79277,0.163608,Moderate
508,26163573400,Census Tract 5734,29.514964,0,5.31401,51.133603,58.215486,41.171097,64.923975,4.158146,38527,19.491525,-14.605537,12.365591,124700,50.715746,24.1799,-18.410589,-0.11726,Low
509,26163573701,Census Tract 5737.01,56.070288,16.788321,16.788321,48.120301,58.215486,41.171097,64.923975,5.231388,31641,12.396694,-18.884919,4.789272,155700,66.800805,40.7003,-4.958475,-0.286169,Low
510,26163575000,Census Tract 5750,7.959641,5.185185,0,70.067827,58.215486,41.171097,64.923975,5.66397,51250,6.858711,-14.936064,6.163466,133500,68.253213,7.784839,0.183696,0.227377,Moderate
511,26163575300,Census Tract 5753,1.181102,0,8.585859,56.811146,58.215486,41.171097,64.923975,1.842105,49662,16.708105,-15.500604,1.298701,119200,83.092105,7.047354,-4.600631,0.231461,Moderate
512,26163576200,Census Tract 5762,14.160839,10.599078,21.658986,49.446709,73.65343,37.608602,32.161595,2.461538,49861,11.230907,-14.448864,10.714286,143700,91.076923,9.874035,-5.338754,0.204533,Moderate
513,26163576700,Census Tract 5767,12.045169,0,9.876543,67.59294,73.65343,37.608602,32.161595,1.05194,59538,6.768905,-14.912942,5.115409,153800,91.715976,7.433342,-0.6908,0.488912,High
514,26163577400,Census Tract 5774,30.795848,9.770115,5.747126,41.561273,46.303395,17.280909,75.005675,1.38484,40608,12.660668,-20.330254,8.958195,90500,83.236152,16.2805,-6.529364,-0.129306,Low
515,26163577900,Census Tract 5779,4.130163,0,4.661017,36.109167,46.303395,17.280909,75.005675,2.739726,43290,13.704206,-0.612119,12.549914,90100,74.363992,11.7677,-1.771891,0.054994,Moderate
516,26163579100,Census Tract 5791,38.563327,18.181818,33.333333,29.19915,23.2,3.6,91.248861,16.102842,26125,26.862027,-5.221218,29.952607,48000,51.556157,38.3704,-32.04899,-1.079004,Very Low
517,26163579800,Census Tract 5798,57.407407,0,0,32.416787,38.043478,7.623913,90.365112,5.30303,21400,33.787466,-22.080254,53.846154,54900,57.828283,38.736,60.853919,-0.916881,Very Low
518,26163580300,Census Tract 5803,8.333333,11.864407,11.864407,41.246291,65.87108,41.689583,50.873701,6.115108,51935,13.66539,-3.709429,9.298532,102000,86.690647,7.06166,-1.826207,0.152009,Moderate
519,26163580600,Census Tract 5806,27.958237,0,3.053435,44.18136,65.87108,41.689583,50.873701,9.257642,55927,5.931198,-29.724722,18.389166,118600,67.161572,20.5927,-6.229623,-0.085931,Low
520,26163581200,Census Tract 5812,7.108239,0,17.054264,48.563769,76.222029,35.747674,43.221404,2.785839,33984,7.477906,-12.339302,4.859194,146200,49.390598,10.0773,3.534934,0.182168,Moderate
521,26163582000,Census Tract 5820,2.439024,9.52381,8.163265,49.449974,76.222029,35.747674,43.221404,2.640723,35533,12.33616,-13.302827,10.676598,90200,36.136206,10.7184,-1.459204,0.038268,Moderate
522,26163583200,Census Tract 5832,23.352166,11.428571,3.809524,38.971429,56.424964,24.676738,68.532193,9.090909,38632,21.872478,-12.574368,19.047619,75900,82.566845,17.4319,-10.04507,-0.299405,Low
523,26163583500,Census Tract 5835,8.611111,0,27.433628,47.569608,56.424964,24.676738,68.532193,0.906618,57957,12.29611,-14.022215,1.868327,98800,87.760653,5.484819,-6.96129,0.153255,Moderate
524,26163583900,Census Tract 5839,37.962202,0,12.556054,52.034261,56.424964,24.676738,68.532193,3.45679,39318,15.324074,-14.222951,4.929577,116100,55,22.9961,3.381753,-0.10998,Low
525,26163584300,Census Tract 5843,16.179337,11.949686,0,41.256624,56.424964,24.676738,68.532193,1.117318,39660,7.919747,-18.431025,2.452316,130500,34.217877,13.7409,0.095716,-0.046314,Low
526,26163584700,Census Tract 5847,14.200299,18.556701,20.618557,41.038251,56.424964,24.676738,68.532193,5.49763,51903,12.013201,-12.789274,3.033088,97800,81.042654,8.672184,-12.819496,-0.07328,Low
527,26099250600,Census Tract 2506,18.80651,0,0,50.449173,70.039676,49.392713,44.534413,5.319969,47279,20.075997,-27.748402,6.014493,118900,83.11488,9.851695,-6.156492,0.085393,Moderate
528,26099250700,Census Tract 2507,3.130435,7.920792,10.39604,53.788587,70.039676,49.392713,44.534413,3.974047,58750,15.522388,-27.363681,6.235741,130300,82.96837,5.419399,-7.311712,0.169638,Moderate
529,26099250800,Census Tract 2508,4.45269,0,0,53.711584,70.039676,49.392713,44.534413,1.54202,50673,6.237817,-19.965908,3.925926,127700,82.266769,6.463878,-6.516597,0.397577,High
530,26099251000,Census Tract 2510,44.023324,0,0,59.39441,69.382883,31.404484,36.570778,3.76569,49955,17.432273,-26.547072,11.262376,135900,90.237099,23.6723,-6.667487,0.049075,Moderate
531,26099251100,Census Tract 2511,0,0,0,73.543523,69.382883,31.404484,36.570778,0.924855,80688,11.829026,-28.811825,6.486486,195500,95.375723,3.782632,-6.947875,0.502831,High
532,26099251200,Census Tract 2512,5.849057,0,57.983193,61.136193,69.382883,31.404484,36.570778,0.728477,52473,13.135593,-28.811825,8.150852,154500,81.059603,5.402782,-8.989274,0.064218,Moderate
533,26099251400,Census Tract 2514,22.136223,0,5.095541,47.60985,69.382883,31.404484,36.570778,0,45854,11.20332,-19.454306,6.819867,124200,87.032617,10.1034,-1.87012,0.254447,Moderate
534,26099251500,Census Tract 2515,0,0,0,57.51073,69.382883,31.404484,36.570778,1.115242,54313,9.643606,-18.19414,3.584229,125200,83.519207,4.437229,-4.283513,0.400755,High
535,26099251600,Census Tract 2516,12.542955,0,0,55.464927,69.382883,31.404484,36.570778,1.319925,45317,6.253795,-28.149825,2.092308,125500,59.396606,8.774679,-7.547685,0.224167,Moderate
536,26099251700,Census Tract 2517,30.593607,0,0,63.16726,57.353147,33.092958,51.46988,0,41118,9.879671,-29.344063,8.232291,114900,66.620306,17.4104,-3.563213,0.075492,Moderate
537,26099251900,Census Tract 2519,2.033272,0,0,69.526066,57.353147,33.092958,51.46988,2.054232,63438,11.05798,-30.258571,9.785026,106000,88.660641,10.0175,-3.509774,0.238674,Moderate
538,26099252000,Census Tract 2520,11.708253,0,24.175824,64.378301,57.353147,33.092958,51.46988,4.614161,50032,14.350064,-30.055581,8.515284,125100,73.747017,13.9824,-3.237583,-0.035304,Moderate
539,26099252100,Census Tract 2521,20.454545,0,0,61.821366,57.353147,33.092958,51.46988,2.882704,51818,6.882022,-30.175292,2.989392,101400,83.300199,9.859155,-6.230582,0.177209,Moderate
540,26099252200,Census Tract 2522,20.597015,29.166667,0,78.26087,57.353147,33.092958,51.46988,0.728477,53654,7.942708,-16.804611,8.595642,153000,71.192053,8.655552,-5.22745,0.190591,Moderate
541,26099254100,Census Tract 2541,5.13834,0,6.748466,62.589228,76.336212,45.992562,41.854097,1.546392,63191,6.587112,-16.220738,7.570143,166900,73.768614,6.372315,-2.424413,0.460672,High
542,26099254200,Census Tract 2542,17.823834,1.754386,2.339181,57.935735,76.336212,45.992562,41.854097,5.186386,45938,14.481236,-17.098223,4.291624,142400,70.502431,11.7526,-6.769413,0.211789,Moderate
543,26099255000,Census Tract 2550,19.293219,6.030151,7.035176,45.875635,55.503063,22.41129,67.598499,4.840319,38291,14.586995,-18.378552,10.375671,106800,61.327345,14.6003,1.454286,-0.146715,Low
544,26099255100,Census Tract 2551,11.516854,0,39.534884,41.353712,55.503063,22.41129,67.598499,2.014925,46573,13.696172,-18.162186,7.586207,97900,68.059701,9.336297,-2.249127,-0.10753,Low
545,26099255200,Census Tract 2552,38.899083,0,0,46.269279,76.336212,45.992562,41.854097,5.398183,30850,15.478972,-17.437841,13.818517,59400,41.849278,23.7955,4.317709,-0.125588,Low
546,26099255300,Census Tract 2553,16.053512,0,43.457944,39.957642,55.503063,22.41129,67.598499,9.529025,34375,18.718967,-17.437841,1.510248,94000,55.914567,12.008,3.473344,-0.359034,Low
547,26099255500,Census Tract 2555,2.578797,20.512821,22.222222,46.741754,55.503063,22.41129,67.598499,2.518519,50515,20.924574,-18.969797,8.536585,112100,95.407407,5.110733,-6.200773,-0.086129,Low
548,26099255600,Census Tract 2556,17.326733,5.5,4.5,48.818182,55.503063,22.41129,67.598499,0.904295,42311,13.122924,-16.174684,9.481583,87200,80.633007,16.4067,0.255785,0.024604,Moderate
549,26099255800,Census Tract 2558,25.570776,0,14.492754,43.669105,55.503063,22.41129,67.598499,6.589958,41806,15,-18.480651,11.399444,95300,90.062762,20.0745,-3.729011,-0.146908,Low
550,26099255900,Census Tract 2559,34.087237,18.852459,15.57377,46.579805,55.503063,22.41129,67.598499,6.206897,45122,17.898383,-19.123818,10.933661,81100,71.862069,23.503,-7.636916,-0.331427,Low
551,26099256000,Census Tract 2560,23.324397,0,26.415094,54.797297,55.503063,22.41129,67.598499,2.430939,44696,18.934911,-17.626573,2.478448,103600,74.696133,14.3527,-7.438682,-0.071352,Low
552,26099256200,Census Tract 2562,45.894737,7.438017,8.264463,40.600858,55.503063,22.41129,67.598499,0.402685,39180,16.774194,-21.386423,3.870968,82700,73.288591,23.539,-0.671843,-0.171592,Low
553,26099256300,Census Tract 2563,26.150121,5.714286,21.428571,60.635697,55.503063,22.41129,67.598499,8.4,45938,26.573427,-19.962668,10.714286,109800,64.8,21.3068,6.776625,-0.338572,Low
554,26099256400,Census Tract 2564,43.506494,0,0,47.67184,55.503063,22.41129,67.598499,5.347594,44236,21.775312,-19.401037,9.223301,97500,80.213904,21.8278,-10.599539,-0.178132,Low
555,26099256600,Census Tract 2566,37.393423,24.59893,0,36.43744,55.503063,22.41129,67.598499,3.855232,30541,20.608365,-20.934385,14.121622,71000,70.653029,20.0193,8.851905,-0.385014,Low
556,26099256700,Census Tract 2567,8.268734,11.267606,26.760563,43.135593,55.503063,22.41129,67.598499,6.68693,59167,9.760766,-19.13065,9.863014,103100,85.410334,5.154062,-7.635543,-0.079988,Low
557,26099247100,Census Tract 2471,76.190476,0,13.636364,36.92689,76.713948,50.791801,34.75838,8.510638,22500,27.706422,-12.415347,8.885299,9999,80.141844,49.2333,-29.201466,-0.399842,Low
558,26099247200,Census Tract 2472,4.428341,0,22.064057,61.59204,76.713948,50.791801,34.75838,1.120448,62091,14.30503,-17.508361,9.218055,178900,78.746499,5.806163,1.500111,0.376882,High
559,26099247300,Census Tract 2473,4.282316,0,0,59.791922,76.713948,50.791801,34.75838,1.679445,74297,13.812482,-18.625552,6.166495,251000,85.35962,3.700848,11.590271,0.567736,Very High
560,26099247500,Census Tract 2475,15.267176,8.247423,32.989691,36.567164,76.713948,50.791801,34.75838,3.138528,23750,16.648993,-17.624719,10.291262,112700,51.515152,21.1124,3.748242,-0.146774,Low
